ticket_id,type,organization,organization_action,comment,Latitute,Longitude,photo,photo_after,address,subdistrict,district,province,timestamp,state,star,count_reopen,last_activity,duration_minutes_inprogress,duration_minutes_finished,duration_minutes_total,timestamp_inprogress,timestamp_finished
2023-P92FR4,"จราจร,ความสะอาด","กรุงเทพมหานคร, เพื่อนชัชชาติ, เขตบึงกุ่ม, ฝ่ายรักษาความสะอาดฯ เขตบึงกุ่ม","ฝ่ายรักษาความสะอาดฯ เขตบึงกุ่ม, เขตบึงกุ่ม, เพื่อนชัชชาติ, กรุงเทพมหานคร",ขยะล้นครับ,100.66116,13.77484,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-11/b60799230248f02754f3a137f429c5558645ae18.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-11/1701136664495.jpeg,16/17 ถ. เสรีไทย แขวงคลองกุ่ม เขตบึงกุ่ม กรุงเทพมหานคร 10230 ประเทศไทย,คลองกุ่ม,บึงกุ่ม,กรุงเทพมหานคร,27/11/2023 17:38,finish,,0,28/11/2023 08:57,20,920,920,27/11/2023 17:58,28/11/2023 08:58
2023-ABXVG6,"จุดเสี่ยง,ความปลอดภัย","เพื่อนชัชชาติ, เขตบางซื่อ, กรุงเทพมหานคร, บริษัท โทรคมนาคมแห่งชาติ จำกัด (มหาชน)","บริษัท โทรคมนาคมแห่งชาติ จำกัด (มหาชน), เขตบางซื่อ, กรุงเทพมหานคร, เพื่อนชัชชาติ",สายไฟตรงถนนใกล้ป้ายรถเมล์ห้อยลงมาจะโดนหัว,100.53253,13.81955,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-11/8b4ab35399865fb5acdf8d3834b3ea0b01b76d4f.jpg,,Opposite Bangkok Weaving Mills Soi Krungthepnon 34 แขวง บางซื่อ เขตบางซื่อ กรุงเทพมหานคร 10800 ประเทศไทย,บางซื่อ,บางซื่อ,กรุงเทพมหานคร,27/11/2023 17:36,inprogress,,0,28/11/2023 16:11,1355,,1355,28/11/2023 16:11,
2023-6UR63E,"ถนน,จราจร","กรุงเทพมหานคร, เพื่อนชัชชาติ, เขตดินแดง, ฝ่ายโยธา เขตดินแดง","ฝ่ายโยธา เขตดินแดง, เขตดินแดง, เพื่อนชัชชาติ, กรุงเทพมหานคร",เจ้าหน้าที่มาลอกท่อ แล้วทำให้พื้นถนนชำรุดมากขึ้น เกรงว่าจะเกิดอันตรายทำให้รถและคนที่สัญจรไปมาเกิดอุบัติเหตุค่ะ,100.55108,13.7596,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-11/72dd5ec485709fcac4f95e42609d9b3f4d948fbf.jpg,,56 ซ จตุรทิศ 2 แยก 9 แขวงดินแดง เขตดินแดง กรุงเทพมหานคร 10400 ประเทศไทย,ดินแดง,ดินแดง,กรุงเทพมหานคร,27/11/2023 17:34,inprogress,,0,28/11/2023 11:01,998,,998,28/11/2023 10:12,
M83MPW,"อื่นๆ,ไฟฟ้า","ร้องทุกข์ กทม. 1555, เพื่อนชัชชาติ, กรุงเทพมหานคร, เขตจตุจักร, ฝ่ายโยธา เขตจตุจักร, กลุ่มงานรักษาที่สาธารณะ (โยธา จตุจักร)","ฝ่ายโยธา เขตจตุจักร, เขตจตุจักร, กลุ่มงานรักษาที่สาธารณะ (โยธา จตุจักร), กรุงเทพมหานคร, เพื่อนชัชชาติ, ร้องทุกข์ กทม. 1555","ปัญหา: พบดวงไฟฟ้าส่องสว่างทางดับชำรุด จำนวน 1 ดวง ทำให้บริเวณดังกล่าวมืดมาก พบเห็นมาประมาณ 1 อาทิตย์ และแนะนำขอให้เปลี่ยนเป็นหลอด LED
ซอย: งามวงศ์วาน 59 แยก 3-6 (ซอยย่อย 8/1)
ถนน: งามวงศ์วาน
จุดสังเกต: เสาไฟฟ้าเลขที่ น3 ในซอยดังกล่าว เสาต้นสุดท้ายฝั่งขวามือ  (ซอยย่อย 8/1)
เขต: จตุจักร
#1555",100.5609,13.85446,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-11/1701081265199.jpeg,,12 ซอย งามวงศ์วาน 59 แยก 3-6 แขวงลาดยาว เขตจตุจักร กรุงเทพมหานคร 10900 ประเทศไทย,ลาดยาว,จตุจักร,จังหวัดกรุงเทพมหานคร,27/11/2023 17:34,inprogress,,0,28/11/2023 09:48,944,,944,28/11/2023 09:18,
RWZTFF,อื่นๆ,"ร้องทุกข์ กทม. 1555, กรุงเทพโปร่งใส, สำนักงานการเจ้าหน้าที่ สนศ.กทม.","กรุงเทพโปร่งใส, สำนักงานการเจ้าหน้าที่ สนศ.กทม., ร้องทุกข์ กทม. 1555",ไม่แสดงรายละเอียด,100.50175,13.75366,https://storage.googleapis.com/traffy_public_bucket/TeamChadChart/corruption_photo2.png,https://storage.googleapis.com/traffy_public_bucket/TeamChadChart/corruption_photo2.png,ชั้น 4 และ 5 ศาลาว่าการกรุงเทพมหานคร 173 ถนน ดินสอ แขวงเสาชิงช้า เขตพระนคร กรุงเทพมหานคร 10200 ประเทศไทย,เสาชิงช้า,พระนคร,จังหวัดกรุงเทพมหานคร,27/11/2023 17:32,forward,,0,28/11/2023 15:50,,,,,
Y3JHF4,"อื่นๆ,ไฟฟ้า","ร้องทุกข์ กทม. 1555, เพื่อนชัชชาติ, กรุงเทพมหานคร, เขตวัฒนา, ฝ่ายโยธา เขตวัฒนา","เขตวัฒนา, ฝ่ายโยธา เขตวัฒนา, กรุงเทพมหานคร, เพื่อนชัชชาติ, ร้องทุกข์ กทม. 1555","ปัญหา: มีการติดตั้งเสาไฟฟ้าแล้ว จำนวน 2 เสา แต่ไม่มีการติดตั้งดวงไฟฟ้าส่องสว่างทางให้ อ้างอิงเลขที่รับแจ้ง MLXAY3 เจ้าหน้าที่ตอบกลับมาเมื่อวันที่ 1 ก.ย. 66 แจ้งว่า สำนักงานเขตวัฒนา ต้องขอขอบคุณสำหรับการแจ้งเรื่องร้องเรียนผ่านระบบ Traffy Fondue (ฟองดูจ ) โดยฝ่ายโยธา กลุ่มงานรักษาที่ฯ ได้ตรวจสอบ กรณีขอให้ติดตั้งไฟฟ้าดับแสงสว่างสาธารณะ มิได้อยู่ในอำนาจหน้าที่ความดูแลของสำนักงานเขตฯ ทั้งนี้สำนักงานเขตวัฒนา ได้ทำหนังสือประสานการไฟฟ้านครหลวงเขตบางกะปิ พิจารณาตรวจสอบและดำเนินการแก้ไข ตามหนังสือที่ กท 8503/4355 ลงวันที่ 1 กันยายน 2566 เพื่อเป็นการบรรเทาความเดือดร้อนให้กับประชาชนในบริเวณดังกล่าว

ผู้ร้องแจ้งว่า ปัจจุบันแจ้งเรื่องมานานแล้ว แต่ก็ยังไม่มีการติดตั้งดวงไฟฟ้าส่องสว่างทางให้แต่อย่างใด โดยได้เข้าไปคุยที่การไฟฟ้ามาแล้ว เจ้าหน้าที่ให้รายละเอียดเลขที่เอกสาร บัญชีแสดงสัญญา ซึ่งทางเขตส่งคำร้องมา ทางการไฟฟ้าก็ส่งคนไปเขียนแบบดูแบบ ว่าติดตั้งไฟอย่างไร และจัดสรรงบประมาณส่งคืนไปที่สำนักงานเขตแล้ว ติดที่สำนักงานเขตไม่ส่งงบประมาณไป ทางการไฟฟ้าจึงไม่สามารถไปเบิกอุปกรณ์ทำได้ ขอให้เจ้าหน้าที่ที่เกี่ยวข้องดำเนินการตรวจสอบและแก้ไขด้วย
ซอย: ปรีดีพนมยงค์ 42 แยก 3
ถนน: สุขุมวิท71
จุดสังเกต: ใกล้กับตึกสีฟ้า หลังร้านขายข้าวมันไก่
เขต: วัฒนา
#1555",100.59991,13.73363,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-11/1701081141057.jpeg,,PHMX+CXP แขวงคลองตันเหนือ เขตวัฒนา กรุงเทพมหานคร 10110 ประเทศไทย,คลองตันเหนือ,วัฒนา,จังหวัดกรุงเทพมหานคร,27/11/2023 17:32,inprogress,,0,28/11/2023 11:36,1084,,1084,28/11/2023 11:36,
NFLKJ3,"อื่นๆ,ไฟฟ้า","ร้องทุกข์ กทม. 1555, เพื่อนชัชชาติ, กรุงเทพมหานคร, เขตลาดพร้าว, ฝ่ายโยธา เขตลาดพร้าว, การไฟฟ้านครหลวง เขตนวลจันทร์, การไฟฟ้านครหลวง MEA","การไฟฟ้านครหลวง เขตนวลจันทร์, ฝ่ายโยธา เขตลาดพร้าว, เขตลาดพร้าว, การไฟฟ้านครหลวง MEA, กรุงเทพมหานคร, เพื่อนชัชชาติ, ร้องทุกข์ กทม. 1555","ปัญหา: ไฟฟ้าส่องสว่างทางสาธารณะดับจำนวน 1 ดวง ทำให้มืด
บ้านเลขที่: 215/17
ซอย: ประเสริฐมนูกิจ 29 แยก 4
ถนน:  ประเสริฐมนูกิจ
จุดสังเกต: อยู่ในบริเวณหมู่บ้านทองสถิตย์
เลขที่เสาไฟ จ16
เขต: ลาดพร้าว
#1555",100.62586,13.84179,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-11/1701081103203.jpeg,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-11/1701157105752.jpeg,55/272 ถนน หมู่บ้านทองสถิตย์ วิลล่า แขวงจรเข้บัว เขตลาดพร้าว กรุงเทพมหานคร 10230 ประเทศไทย,จรเข้บัว,ลาดพร้าว,จังหวัดกรุงเทพมหานคร,27/11/2023 17:31,finish,,0,28/11/2023 14:38,144,1267,1267,27/11/2023 19:55,28/11/2023 14:38
2023-T2DQC3,"ขยะ,ความสะอาด","เพื่อนชัชชาติ, เขตราชเทวี, กรุงเทพมหานคร, ฝ่ายรักษาความสะอาดฯ เขตราชเทวี","เขตราชเทวี, ฝ่ายรักษาความสะอาดฯ เขตราชเทวี, กรุงเทพมหานคร, เพื่อนชัชชาติ",ถังขยะที่ให้ไว้ หน้าโรงแรม เป็นถังขยะอันตราย สีส้ม ขอเปลี่ยนเป็น ถังขยะทั่วไป สีเขียว แทน ค่ะ,100.54122,13.76213,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-11/e66262b2912f34f8aa5e8c98c65c0347f3c49201.jpg,,55/3 ถ. ราชวิถี แขวงถนนพญาไท เขตราชเทวี กรุงเทพมหานคร 10400 ประเทศไทย,ถนนพญาไท,ราชเทวี,กรุงเทพมหานคร,27/11/2023 17:29,start,,0,28/11/2023 11:31,,,,,
2023-MV9NDK,"จุดเสี่ยง,ความปลอดภัย","เพื่อนชัชชาติ, เขตบางแค, กรุงเทพมหานคร, สน.เพชรเกษม, กองบัญชาการตำรวจนครบาล (บช.น.), สำนักงานตำรวจแห่งชาติ (Royal Thai Police), กองบังคับการตำรวจนครบาล 9 (บก.น.9)","สน.เพชรเกษม, เขตบางแค, กองบังคับการตำรวจนครบาล 9 (บก.น.9), สำนักงานตำรวจแห่งชาติ (Royal Thai Police), กองบัญชาการตำรวจนครบาล (บช.น.), กรุงเทพมหานคร, เพื่อนชัชชาติ",มีการแข่งเรือเร็วในคลองภาษีเจริญ แถวหน้าวิเศษสุขคอนโด จากทิศศาลเจ้าแม่ทับทิมไปทางบางแค ช่วงเวลา 17:00 น. เป็นต้นไป,100.40786,13.70118,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-11/1ca28f33fd2ed3e6d518345073e1da7aab867d1f.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-11/1701081975627.jpeg,111 106 ซอย นาวีเจริญทรัพย์ แขวงบางแคเหนือ เขตบางแค กรุงเทพมหานคร 10160 ประเทศไทย,บางแค,บางแค,กรุงเทพมหานคร,27/11/2023 17:28,finish,,0,27/11/2023 17:46,,18,18,,27/11/2023 17:46
2023-FD4P3R,"ถนน,จราจร","กรุงเทพมหานคร, เขตจตุจักร, เพื่อนชัชชาติ, ฝ่ายโยธา เขตจตุจักร, กลุ่มงานระบายน้ำ 2 (โยธา จตุจัดร), กลุ่มงานระบายน้ำ 1 (โยธา จตุจักร)","ฝ่ายโยธา เขตจตุจักร, เขตจตุจักร, กลุ่มงานระบายน้ำ 1 (โยธา จตุจักร), กลุ่มงานระบายน้ำ 2 (โยธา จตุจัดร), เพื่อนชัชชาติ, กรุงเทพมหานคร",พื้นผิวถนนชำรุด เป็นหลุมขนาดใหญ่ มีน้ำขัง ทำให้รถยนต์ของประชาชนที่สัญจรไปมาชำรุดเสียหาย ล้อบิ่น ยางแตก เนื่องจากมีรถบรรทุกขนาดใหญ่ของ ผู้รับจ้าง กฟน. วิ่งเป็นประจำ ถนนเส้นนี้อยู่ในซอยเล็กๆติดกับ ศูนย์เครื่องมือกล รัชดาภิเษก 52  จึงขอให้ทาง กทม. ช่วยประสานให้เร่งแก้ไขโดยเร่งด่วน,100.54783,13.83077,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-11/e955f5bd6dffe12483ff15a2950b3c3809da0de6.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-11/1701149250687.jpeg,111 ซอย ซีเมนต์ไทย แขวงลาดยาว เขตจตุจักร กรุงเทพมหานคร 10900 ประเทศไทย,ลาดยาว,จตุจักร,กรุงเทพมหานคร,27/11/2023 17:28,finish,,0,28/11/2023 12:27,951,1140,1140,28/11/2023 09:19,28/11/2023 12:28
2023-KPGPD6,"จุดเสี่ยง,ความปลอดภัย","กรุงเทพมหานคร, เพื่อนชัชชาติ, เขตสาทร, ฝ่ายเทศกิจ เขตสาทร","ฝ่ายเทศกิจ เขตสาทร, เขตสาทร, เพื่อนชัชชาติ, กรุงเทพมหานคร",จัดงานทุกเดือนรถติดมากๆครับ เดือนที่แล้วก็จัด ในเขตสาทรนี่จัดทุกเดือน,100.51887,13.70671,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-11/2f7af7f2adc307b412515e8a790d1642c9f5d71e.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-11/1701144420098.jpeg,1 Charoen Rat Rd แขวงทุ่งวัดดอน เขตสาทร กรุงเทพมหานคร 10120 ประเทศไทย,ยานนาวา,สาทร,กรุงเทพมหานคร,27/11/2023 17:26,finish,,0,28/11/2023 11:07,1015,1061,1061,28/11/2023 10:21,28/11/2023 11:07
B76FR2,"จุดเสี่ยง,ความปลอดภัย","ร้องทุกข์ กทม. 1555, เพื่อนชัชชาติ, กรุงเทพมหานคร, เขตวัฒนา, สำนักการจราจรและขนส่ง กรุงเทพมหานคร (สจส.), กลุ่มงานเทคโนโลยีจราจร 2 กทจ. สจส.","กลุ่มงานเทคโนโลยีจราจร 2 กทจ. สจส., สำนักการจราจรและขนส่ง กรุงเทพมหานคร (สจส.), เขตวัฒนา, กรุงเทพมหานคร, เพื่อนชัชชาติ, ร้องทุกข์ กทม. 1555","ปัญหา: ประชาชนแจ้งว่าต้องการให้ติดกล้องวงจรปิด (CCTV) เพื่อสามารถเช็คตรวจสถานการณ์ในกรณีต่างๆ ที่เกิดในท้องที่และประชาชนพักอาศัยได้ ขอให้ดำเนินการตรวจสอบและแก้ไขปัญหา อ้างอิงเลขที่รับแจ้ง C6LDYE เจ้าหน้าที่ตอบกลับมาเมื่อวันที่ C6LDYE แจ้งว่า ได้ดำเนินการขอรับงบประมาณติดตั้งกล้องโทรทัศน์วงจรปิด แต่ปัจจุบันยังไม่ได้รับงบประมาณในการติดตั้ง

ผู้ร้องแจ้งว่า ปัจจุบันแจ้งเรื่องมานานแล้ว แต่ก็ยังไม่มีการติดตั้งกล้อง CCTV แต่อย่างใด จึงต้องการเลขหนังสือของบประมาณ และระยะเวลาคร่าวๆว่าจะติดตั้งกล้อง CCTV ได้เมื่อใด ขอให้เจ้าหน้าที่ที่เกี่ยวข้องดำเนินการตรวจสอบและแก้ไขด้วย
ซอย: ปากซอยปรีดีพนมยงค์ 42 แยก 3 
ถนน: สุขุมวิท 71
จุดสังเกต: เสาไฟฟ้าหลังร้านข้าวมันไก่ (จำนวน 3 กล้อง)
เขต: วัฒนา
#1555",100.59984,13.7336,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-11/1701080680792.jpeg,,PHMX+CXP แขวงคลองตันเหนือ เขตวัฒนา กรุงเทพมหานคร 10110 ประเทศไทย,คลองตันเหนือ,วัฒนา,จังหวัดกรุงเทพมหานคร,27/11/2023 17:24,inprogress,,0,28/11/2023 08:43,919,,919,28/11/2023 08:43,
2023-EF7V8D,"ขยะ,ต้นไม้,ความสะอาด","เพื่อนชัชชาติ, กรุงเทพมหานคร, เขตสะพานสูง, ฝ่ายรักษาความสะอาดฯ เขตสะพานสูง","ฝ่ายรักษาความสะอาดฯ เขตสะพานสูง, เขตสะพานสูง, กรุงเทพมหานคร, เพื่อนชัชชาติ",สะพานลอย มีใบไม้เหี่ยวเฉารกเลื้อย แนะนำไม่ให้ปลุกต้นไม้ดอกไม้บนสะพานลอย เพราะไม่ได้มีการดูแลตกแต่งเป็นประจำ,100.68801,13.7847,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-11/0c2e731e5d0f03e9c4e2c361cd71383de98660e9.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-11/1701169858703.jpeg,รามคำแหง ซอย 151/1 แขวงราษฎร์พัฒนา เขตสะพานสูง กรุงเทพมหานคร 10240 ประเทศไทย,สะพานสูง,สะพานสูง,กรุงเทพมหานคร,27/11/2023 17:24,finish,,0,28/11/2023 18:11,23,1487,1487,27/11/2023 17:47,28/11/2023 18:11
2023-78TH4P,"ถนน,จราจร","กรุงเทพมหานคร, เขตทวีวัฒนา, เพื่อนชัชชาติ, สำนักการโยธา กทม., กลุ่มงานควบคุมการก่อสร้าง 4 กองควบคุมการก่อสร้าง (กคส.สนย.), กองควบคุมการก่อสร้าง สำนักการโยธา (กคส.สนย.) กทม.","สำนักการโยธา กทม., เขตทวีวัฒนา, กองควบคุมการก่อสร้าง สำนักการโยธา (กคส.สนย.) กทม., กลุ่มงานควบคุมการก่อสร้าง 4 กองควบคุมการก่อสร้าง (กคส.สนย.), เพื่อนชัชชาติ, กรุงเทพมหานคร",การก่อสร้าง,100.36371,13.75685,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-11/93b0ef817cbc2cc3ba1ffd62cf157d2227e74d65.jpg,,18/2 ทวีวัฒนา แขวงทวีวัฒนา เขตทวีวัฒนา กรุงเทพมหานคร 10170 ประเทศไทย,ทวีวัฒนา,ทวีวัฒนา,กรุงเทพมหานคร,27/11/2023 17:17,inprogress,,0,28/11/2023 10:50,973,,973,28/11/2023 09:30,
2023-EZCA4A,ทางเท้า,"เพื่อนชัชชาติ, กรุงเทพมหานคร, เขตคลองเตย, ฝ่ายเทศกิจ เขตคลองเตย","ฝ่ายเทศกิจ เขตคลองเตย, เขตคลองเตย, กรุงเทพมหานคร, เพื่อนชัชชาติ",ทําที่เดินแบบนี้,100.55799,13.71863,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-11/ee9b0fb6d75c1bae9b45e289a341c9ea62fc5de5.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-11/1701156570089.jpeg,84 ถ. สุนทรโกษา แขวงคลองเตย เขตคลองเตย กรุงเทพมหานคร 10110 ประเทศไทย,คลองเตย,คลองเตย,กรุงเทพมหานคร,27/11/2023 17:11,finish,,0,28/11/2023 14:29,432,1278,1278,28/11/2023 00:23,28/11/2023 14:29
2023-FZTEWD,อื่นๆ,"เพื่อนชัชชาติ, กรุงเทพมหานคร, เขตบึงกุ่ม, ฝ่ายสิ่งแวดล้อมฯ เขตบึงกุ่ม","ฝ่ายสิ่งแวดล้อมฯ เขตบึงกุ่ม, เขตบึงกุ่ม, กรุงเทพมหานคร, เพื่อนชัชชาติ",บ้านเลขที่69/156 หมู่บ้านฉัตรเกล้าวิลล่า ชอยนวมินทร์153 ให้อาหารเลี้ยงนกพิราบ  และขายอาหารตามสั่งด้วย ให้เจ้าหน้าที่สาธารณะสุข มาเตือนและแจ้งให้เขาเลิกให้อาหารและเลี้ยงนกหน่อยครับ ข้างๆบ้านก็เดือดร้อนจากนกมากินและเกาะสายไฟฟ้าด้านบนและถ่สยมูลลงมาใส่รถและหน้าบ้านเดินเข้าออกบ้านก็มาคอยระวังนกจะขี้ใส่หัว รำบากมากทำมาหลายปีแล้วแจ้งเจ้าหน้าที่ ก็มีมาเตือนแต่หยึดวันเดียวและกลับมาทำอีกไม่ยอมหยุดครับ,100.65571,13.82806,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-11/0880d1a794513334d20dd87424096a28dec3765d.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-11/1701152670179.jpeg,69/84 ซอย นวมินทร์ 153 แขวงนวลจันทร์ เขตบึงกุ่ม กรุงเทพมหานคร 10230 ประเทศไทย,นวลจันทร์,บึงกุ่ม,กรุงเทพมหานคร,27/11/2023 17:11,follow,,0,28/11/2023 13:24,126,,126,27/11/2023 19:17,
2023-GUNPLV,ทางเท้า,"เพื่อนชัชชาติ, กรุงเทพมหานคร, เขตคลองเตย, ฝ่ายเทศกิจ เขตคลองเตย","ฝ่ายเทศกิจ เขตคลองเตย, เขตคลองเตย, กรุงเทพมหานคร, เพื่อนชัชชาติ",ขาย,100.5578,13.7194,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-11/eb31777bb7d85c22bab9b9939401d42ce6ff40b6.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-11/1701157000019.jpeg,28 12 ถ. สุนทรโกษา แขวงคลองเตย เขตคลองเตย กรุงเทพมหานคร 10110 ประเทศไทย,คลองเตย,คลองเตย,กรุงเทพมหานคร,27/11/2023 17:10,finish,,0,28/11/2023 14:36,435,1287,1287,28/11/2023 00:25,28/11/2023 14:37
2023-82G4CP,ทางเท้า,"เพื่อนชัชชาติ, กรุงเทพมหานคร, เขตสาทร, ฝ่ายเทศกิจ เขตสาทร","ฝ่ายเทศกิจ เขตสาทร, เขตสาทร, กรุงเทพมหานคร, เพื่อนชัชชาติ",พบรถจักรยานยนต์จอดบนทางเท้า รบกวนเจ้าหน้าที่ตรวจสอบด้วยครับ,100.52678,13.71289,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-11/a7da043caba6e9d34ee4910b2fd89b9249f5af48.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-11/1701145635056.jpeg,346 ซอย จันทน์ 18/7 แขวงทุ่งวัดดอน เขตสาทร กรุงเทพมหานคร 10120 ประเทศไทย,ยานนาวา,สาทร,กรุงเทพมหานคร,27/11/2023 17:09,start,4,0,28/11/2023 19:13,452,1098,1098,28/11/2023 00:41,28/11/2023 11:27
3GP4R8,จราจร,"ร้องทุกข์ กทม. 1555, เพื่อนชัชชาติ, กรุงเทพมหานคร, เขตประเวศ, สำนักการจราจรและขนส่ง กรุงเทพมหานคร (สจส.), กลุ่มงานสัญญาณไฟจราจร สวจ.สจส.","สำนักการจราจรและขนส่ง กรุงเทพมหานคร (สจส.), เขตประเวศ, กลุ่มงานสัญญาณไฟจราจร สวจ.สจส., กรุงเทพมหานคร, เพื่อนชัชชาติ, ร้องทุกข์ กทม. 1555","ปัญหา: เมื่อ 2 เดือนที่ผ่านมา มีการทำสัญญาณไฟเพื่อไปมอเตอร์เวย์ได้ ทั้งที่ข้างหน้า 100 เมตร มียูเทิร์นแต่กลับมีป้ายห้ามยูเทิร์น สร้างความสับสนการสัญจร ทำให้จราจรติดขัด 
1.ต้องการให้ตรวจสอบว่า การเปิดใช้สัญญาณไฟจุดนี้ ประชาชนทั่วไปใช้ได้หรือไม่ หรือเฉพาะคนในหมู่บ้านโกลเด้นนคราเลี้ยวเข้าไปเพื่อไปออกมอเตอร์เวย์ได้เท่านั้น 
2.อยากให้ย้ายจุดไฟแดงนี้ออกไป เนื่องจากทำให้เกิดปัญหาจราจร
ซอย: อ่อนนุช 65
ถนน: อ่อนนุช
จุดสังเกต: ปากซอยดังกล่าว
เขต: ประเวศ
#1555",100.68193,13.72062,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-11/1701079782146.jpeg,,"549, ซอยอ่อนนุช 65 ถนนสุขุมวิท 77, แขวงประเวศ เขตประเวศ กรุงเทพมหานคร แขวงประเวศ เขต ประเวศ กรุงเทพมหานคร 10250 ประเทศไทย",ประเวศ,ประเวศ,จังหวัดกรุงเทพมหานคร,27/11/2023 17:09,inprogress,,0,28/11/2023 09:50,1001,,1001,28/11/2023 09:50,
2023-KRNGU8,ทางเท้า,"เพื่อนชัชชาติ, กรุงเทพมหานคร, เขตคลองเตย, ฝ่ายเทศกิจ เขตคลองเตย","ฝ่ายเทศกิจ เขตคลองเตย, เขตคลองเตย, กรุงเทพมหานคร, เพื่อนชัชชาติ",ขายอีกแล้ว,100.55778,13.71939,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-11/8c15a2e9f4b4849cfe6a8183cba620c32bfd47c3.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-11/1701168582846.jpeg,28 12 ถ. สุนทรโกษา แขวงคลองเตย เขตคลองเตย กรุงเทพมหานคร 10110 ประเทศไทย,คลองเตย,คลองเตย,กรุงเทพมหานคร,27/11/2023 17:09,finish,,0,28/11/2023 17:49,436,1481,1481,28/11/2023 00:25,28/11/2023 17:50
2023-P3RL84,"จราจร,ต้นไม้","เพื่อนชัชชาติ, เขตพระโขนง, กรุงเทพมหานคร, ฝ่ายโยธา เขตพระโขนง","เขตพระโขนง, ฝ่ายโยธา เขตพระโขนง, กรุงเทพมหานคร, เพื่อนชัชชาติ",ถนนมีหลุม,100.60893,13.6851,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-11/87e4cd53dba669b57494364c105b4a8d36048446.jpg,,MJP5+2GH แขวง บางจาก เขตพระโขนง กรุงเทพมหานคร 10260 ประเทศไทย,บางจาก,พระโขนง,กรุงเทพมหานคร,27/11/2023 17:07,inprogress,,0,27/11/2023 18:47,101,,101,27/11/2023 18:48,
2023-RB3LKY,ทางเท้า,"เพื่อนชัชชาติ, เขตวัฒนา, กรุงเทพมหานคร, สำนักการโยธา กทม.","สำนักการโยธา กทม., เขตวัฒนา, กรุงเทพมหานคร, เพื่อนชัชชาติ","พื้นทางเดินพังมานาน หนูและแมลงสาบออกมาจากรูเต็มไปหมดทุกวัน เซเว่นทิ้งขยะแล้วหนูแทะถุงจนขยะเกลื่อนกลาดทุกๆวัน ส่งกลิ่นเหม็นและสกปรกต่อผู้คนผ่านไปมา 
ข้อเสนอ 
จัดหาที่ทิ้งขยะที่เป็นหลักเป็นแหล่ง ไม่เกลื่อนกลาดกินทางเดิน 
ปรับปรุงแก้ไขทางเท้าที่พังให้กลับมาเป็นปกติ ป้องกันหนูและแมลง
หากมีการทำความสะอาดเกี่ยวกับสัตว์เพื่อฆ่าเชื่อหรือลดจำนวนลงได้ก็รบกวนด้วยนะคะ",100.56219,13.74615,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-11/20e01407bb5ebcbb151f3baba2b2e6575666dd47.jpg,,299 ซอย สุขุมวิท 21 แขวงคลองเตยเหนือ เขตวัฒนา กรุงเทพมหานคร 10110 ประเทศไทย,คลองเตยเหนือ,วัฒนา,กรุงเทพมหานคร,27/11/2023 17:04,inprogress,,0,28/11/2023 09:44,1001,,1001,28/11/2023 09:45,
